page_id,page_title,view_count,protection_level,protection_expiry,page_length,number_page_watchers,number_page_watchers_recent_edits,number_of_redirects,page_views_past_30days,total_edits,recent_number_of_edits,number_distinct_authors,number_categories
4095564,Lucas di Grassi,,,,151571,30,5,1,7222,981,5,3,13
1345299,Ted King (actor),,,,9573,Fewer than 30 watchers,,2,15837,307,11,3,14
505189,Continuation,,,,27847,126,10,7,2636,548,0,0,4
29642103,Kaalo,,,,5793,Fewer than 30 watchers,,0,4394,128,1,1,5
1819808,Mariana Levy,,,,8221,Fewer than 30 watchers,,0,2341,156,0,0,8
23010508,List of Kentucky Wildcats men's basketball head coaches,,,,4846,Fewer than 30 watchers,,0,975,87,1,1,2
2509600,GE AC4400CW,,,,10377,Fewer than 30 watchers,,3,4655,289,10,6,4
68660,Amon,,,,2907,Fewer than 30 watchers,,1,1904,293,1,1,
4707718,Gaya district,,,,17586,Fewer than 30 watchers,,2,2740,385,3,3,14
821919,Feck,,,,6260,35,3,4,2850,431,3,3,4
1608441,Aspect (geography),,,,7582,Fewer than 30 watchers,,2,1784,161,2,1,3
9853551,Accelerated idioventricular rhythm,,,,6613,Fewer than 30 watchers,,1,2231,76,0,0,5
10566622,Coinage Act of 1965,,,,44863,44,8,1,2168,308,1,1,7
60787107,List of Chief Ministers of Sikkim,,,,132,Fewer than 30 watchers,,0,297,2,0,0,3
10805870,Greenland in World War II,,,,21864,33,3,6,2054,344,1,1,10
1007767,DeFord Bailey,,,,20907,35,7,1,2147,270,0,0,19
4391160,Libby Fox,,,,26799,Fewer than 30 watchers,,1,948,931,0,0,6
17908749,Beluga,,,,793,47,2,3,867,125,0,0,
53482395,We Were Soldiers Once… And Young,,,,65,Fewer than 30 watchers,,0,1155,1,0,0,
24424777,Jerod Haase,,,,17902,Fewer than 30 watchers,,3,641,485,0,0,8
278429,Antenna (ZZ Top album),,,,6933,Fewer than 30 watchers,,8,21286,173,5,2,25
2884143,Martin Gottfried Weiss,,,,10950,Fewer than 30 watchers,,2,2900,192,1,1,13
16160256,Saamana,,,,4842,Fewer than 30 watchers,,5,2119,123,2,2,6
3741868,SCSI connector,,,,16688,32,2,7,1858,198,1,1,6
55453640,Military of Montenegro,,,,57,Fewer than 30 watchers,,0,622,1,0,0,
57143145,Type 4 Chi-To,,,,56,Fewer than 30 watchers,,0,1291,1,0,0,
3543585,Joule-second,,,,3097,Fewer than 30 watchers,,4,2545,111,0,0,
1244933,Hydantoin,,,,8257,Fewer than 30 watchers,,8,1503,156,0,0,9
39439111,Alistair Brammer,,,,7131,Fewer than 30 watchers,,0,2524,92,1,1,10
1352792,Sj-sound,,,,11369,45,5,16,2960,303,6,4,9
759885,Darrell Armstrong,,,,19602,Fewer than 30 watchers,,1,2470,297,0,0,4
38819129,Ikman.lk,,,,5675,Fewer than 30 watchers,,2,11238,165,1,1,7
406770,Omake,,,,5215,41,There may or may not be a watching user visiting recent edits,1,2396,144,0,0,6
7988780,"Louis Auguste, Duke of Maine",,,,18069,Fewer than 30 watchers,,7,3262,317,0,0,15
758092,Galore (The Cure album),,,,5281,Fewer than 30 watchers,,1,2568,136,0,0,5
15071142,List of city nicknames in Texas,,,,36524,Fewer than 30 watchers,,1,1461,551,3,3,23
57135880,Type 89 I-Go,,,,55,33,9,0,941,1,0,0,
21406513,BIS,,,,3172,61,3,8,997,223,3,2,
1696562,City Boy (band),,,,15052,Fewer than 30 watchers,,2,2989,284,5,3,13
35992681,Hyperestrogenism,,,,4625,Fewer than 30 watchers,,2,1504,50,1,1,10
1018662,Kadomatsu,,,,4056,Fewer than 30 watchers,,3,765,128,0,0,8
41659290,Muamer Tanković,,,,29398,Fewer than 30 watchers,,1,2293,541,7,5,9
2870161,Bell's spaceship paradox,,,,34445,63,7,1,1586,663,0,0,5
3632157,List of Lexx episodes,,,,56258,32,8,50,1245,352,0,0,7
1166477,Bubble Yum,,,,2403,Fewer than 30 watchers,,2,1568,232,0,0,
3105023,Offshore investment,,,,14596,Fewer than 30 watchers,,1,783,151,0,0,8
41407242,Billie Sutton,,,,11125,Fewer than 30 watchers,,0,1860,108,0,0,4
908505,In Which Annie Gives It Those Ones,,,,7294,Fewer than 30 watchers,,1,2273,134,0,0,7
245060,List of Roman cognomina,,,,35187,Fewer than 30 watchers,,0,2312,485,1,1,
3360224,Dougga,,,,89974,43,6,5,1372,318,1,1,27
38203019,Kate Dillon Levin,,,,22153,Fewer than 30 watchers,,0,1273,136,14,8,6
6247647,SM U-1 (Germany),,,,8146,Fewer than 30 watchers,,10,2534,146,0,0,5
4970011,"Ghum, West Bengal",,,,18250,Fewer than 30 watchers,,2,790,175,0,0,11
2626808,Masha Bruskina,,,,9185,Fewer than 30 watchers,,0,3350,188,1,1,14
22071969,The Human Factor (1979 film),,,,6869,Fewer than 30 watchers,,0,1653,171,1,1,5
3168708,Alvechurch F.C.,,,,23536,Fewer than 30 watchers,,4,1451,403,7,1,4
32291785,Quiet Birdmen,,,,20051,Fewer than 30 watchers,,5,1742,246,0,0,6
920330,Tupaia (navigator),,,,14264,Fewer than 30 watchers,,4,1735,164,2,2,16
3401414,Aeronwy Thomas,,,,6672,Fewer than 30 watchers,,2,3227,171,2,2,19
2710041,Utopia Banished,,,,6734,Fewer than 30 watchers,,1,1557,150,0,0,10
27334151,Rail transport in Vietnam,,,,66502,Fewer than 30 watchers,,3,1030,275,0,0,20
383777,Tom Henke,,,,18762,Fewer than 30 watchers,,0,2442,299,0,0,3
20580409,Lacedaemon (mythology),,,,2963,Fewer than 30 watchers,,0,1640,66,0,0,3
967654,Bottling line,,,,6460,Fewer than 30 watchers,,4,541,88,0,0,
2888633,Margraviate of Baden,,,,13315,109,5,13,1800,155,3,3,7
49085710,Brandon Semenuk,,,,6726,Fewer than 30 watchers,,0,1363,186,0,0,4
889697,U.S. Route 98,,,,14395,Fewer than 30 watchers,,29,1383,230,3,2,13
0,Jay Simpson (actor),,,,0,Fewer than 30 watchers,,0,0,,,,
49423435,Dear Uge,,,,8062,Fewer than 30 watchers,,1,1058,423,5,2,6
9937068,Mirrored,,,,7839,Fewer than 30 watchers,,3,998,237,0,0,5
10293988,Mejlis of the Crimean Tatar People,,,,22541,32,3,6,1861,278,1,1,12
6200269,Mix network,,,,14499,39,7,5,1001,88,0,0,5
996399,Lobito,,,,11618,Fewer than 30 watchers,,0,987,159,0,0,9
44086682,Black Comedy (TV series),,,,17532,Fewer than 30 watchers,,0,937,105,0,0,3
3558687,Mario Rosenstock,,,,6700,Fewer than 30 watchers,,0,722,246,1,1,8
15432584,Francis Alÿs,,,,25160,Fewer than 30 watchers,,1,727,191,0,0,24
3724576,Tom Phillips (Royal Navy officer),,,,27149,Fewer than 30 watchers,,3,1674,290,1,1,15
10593354,Inspector General of Police of the Ghana Police Service,,,,9273,Fewer than 30 watchers,,1,4297,83,2,2,5
922404,Nobuo Tobita,,,,24610,Fewer than 30 watchers,,2,1557,490,1,1,9
65357392,Refusal (horse),,,,81,Fewer than 30 watchers,,0,1154,1,0,0,
872259,"Edward Guinness, 1st Earl of Iveagh",,,,21786,Fewer than 30 watchers,,6,1621,240,0,0,22
6242348,British Traditional Wicca,,,,3352,50,8,1,1224,85,0,0,
983002,Broadcast automation,,,,11731,52,5,1,1135,171,0,0,9
48875845,Princess Mangkubumi,,,,15470,Fewer than 30 watchers,,1,2043,61,0,0,3
20919132,Fishing industry in Russia,,,,28195,Fewer than 30 watchers,,1,468,131,1,1,10
10022476,Athena (Marvel Comics),,,,22012,Fewer than 30 watchers,,0,1012,265,0,0,5
611022,Berry Islands,,,,5377,Fewer than 30 watchers,,17,967,115,0,0,8
13285817,Non-game,,,,5081,32,3,7,805,101,2,2,
23340206,Conditions (album),,,,16276,Fewer than 30 watchers,,2,752,234,0,0,17
1589070,Bank of Taiwan,,,,6999,Fewer than 30 watchers,,3,969,203,0,0,10
24659645,Canonical criticism,,,,13440,Fewer than 30 watchers,,5,756,100,0,0,5
57592063,Infamous Stringdusters,,,,57,Fewer than 30 watchers,,0,161,1,0,0,
8272226,The Last Templar,,,,10486,Fewer than 30 watchers,,2,975,264,1,1,2
23691162,Dolby 3D,,,,3401,48,8,1,456,127,0,0,2
1725253,Vasco da Gama Tower,,,,6344,Fewer than 30 watchers,,3,578,137,0,0,8
9651553,"Tottenham, Ontario",,,,1392,Fewer than 30 watchers,,1,941,98,0,0,8
127260,"Calverton, New York",,,,12072,Fewer than 30 watchers,,4,1017,105,3,2,8
12027400,Legal document assistant,,,,22738,Fewer than 30 watchers,,0,382,180,2,2,11
12667164,The Boys from County Clare,,,,5987,Fewer than 30 watchers,,3,807,85,0,0,3
16023751,List of Norwegian artists,,,,8731,Fewer than 30 watchers,,3,623,114,3,1,4
108852,"Somers, Connecticut",,,,16065,Fewer than 30 watchers,,5,1156,354,1,1,10
15225400,Hung Jury (album),,,,5273,Fewer than 30 watchers,,0,669,57,0,0,8
3209473,Ewart's sign,,,,2465,Fewer than 30 watchers,,1,547,33,1,1,3
32525399,Solar backpack,,,,5552,Fewer than 30 watchers,,0,281,71,0,0,
44406763,Sherni,,,,2473,Fewer than 30 watchers,,0,1195,60,0,0,9
2696802,HMNZS Te Mana (F111),,,,25832,Fewer than 30 watchers,,3,1167,143,1,1,6
439896,Joseph Hodges Choate,,,,17102,Fewer than 30 watchers,,3,913,207,0,0,28
23617167,Katie Stelmanis,,,,7321,Fewer than 30 watchers,,0,641,155,0,0,8
2189912,Westbury-on-Trym,,,,13466,Fewer than 30 watchers,,5,631,244,0,0,11
1595238,Hong Kong International Film Festival,,,,18653,Fewer than 30 watchers,,2,502,230,2,2,
6777458,The Best of What's Around Vol. 1,,,,7605,Fewer than 30 watchers,,1,708,184,0,0,6
27045697,Keli McGregor,,,,6191,Fewer than 30 watchers,,4,1505,91,1,1,5
5657230,José Cid,,,,20762,Fewer than 30 watchers,,2,508,212,0,0,15
32020129,Futurebirds,,,,4978,Fewer than 30 watchers,,0,1140,73,0,0,5
4652116,Credit Europe Bank,,,,5074,Fewer than 30 watchers,,2,465,127,0,0,5
3309716,History of merit badges (Boy Scouts of America),,,,39732,48,3,6,476,1074,1,1,3
8758865,Robert Zildjian,,,,3802,Fewer than 30 watchers,,1,550,111,0,0,4
2491816,Parfleche,,,,7921,Fewer than 30 watchers,,1,546,104,0,0,2
26295766,Etisalat (Sri Lanka),,,,6454,Fewer than 30 watchers,,3,723,306,0,0,4
7737864,Phi Delta Kappa,,,,4558,Fewer than 30 watchers,,6,467,138,0,0,11
7528141,Brett Dean,,,,24305,Fewer than 30 watchers,,0,345,157,0,0,25
1372704,Gord Martineau,,,,3417,Fewer than 30 watchers,,0,546,151,0,0,5
25236754,EMERK,,,,2125,Fewer than 30 watchers,,2,399,144,0,0,6
38438250,Extreme Rising,,,,16393,Fewer than 30 watchers,,3,346,284,0,0,4
10931043,Gimme Some Neck,,,,4925,Fewer than 30 watchers,,0,893,85,0,0,8
1376344,List of universities in Haiti,,,,5382,Fewer than 30 watchers,,0,366,220,4,3,2
0,Tom Simcox,,,,0,Fewer than 30 watchers,,0,0,,,,
2068773,"Luna, La Union",,,,15426,Fewer than 30 watchers,,0,729,167,2,2,12
4966415,Primorsko,,,,7603,Fewer than 30 watchers,,1,1400,133,0,0,9
17909232,Yemeni passport,,,,4662,Fewer than 30 watchers,,1,553,112,0,0,3
45621342,Alex Adair,,,,5418,Fewer than 30 watchers,,2,209,72,1,1,8
2358245,Winner Take Nothing,,,,7398,Fewer than 30 watchers,,0,991,76,0,0,4
5675972,Photo Production Ltd v Securicor Transport Ltd,,,,8533,Fewer than 30 watchers,,7,430,57,0,0,2
1971924,Order of Glory,,,,12850,Fewer than 30 watchers,,1,687,170,0,0,5
48426720,United States Capitol cornerstone laying,,,,14590,Fewer than 30 watchers,,0,405,150,0,0,4
8768984,Japanese spiny lobster,,,,2218,Fewer than 30 watchers,,2,590,56,0,0,7
41883805,Postal addresses in Gibraltar,,,,3102,Fewer than 30 watchers,,2,564,25,1,1,2
38513322,Darrell Wilson,,,,5431,Fewer than 30 watchers,,0,232,32,0,0,
16822167,Ngāti Mutunga,,,,10379,Fewer than 30 watchers,,3,1126,116,2,2,8
2920810,C5-convertase,,,,10840,Fewer than 30 watchers,,1,536,80,0,0,5
648042,ADE classification,,,,20243,32,4,3,544,154,0,0,8
11332893,Tschen La Ling,,,,6365,Fewer than 30 watchers,,2,710,127,0,0,3
8153427,Pa'l Mundo,,,,14809,Fewer than 30 watchers,,5,695,402,1,1,17
7381114,Education in Kentucky,,,,40814,Fewer than 30 watchers,,6,142,184,0,0,10
36632359,Varlam Liparteliani,,,,13447,Fewer than 30 watchers,,0,11925,232,4,4,6
2649059,1910 Tour de France,,,,27057,Fewer than 30 watchers,,0,355,175,0,0,8
28356622,Padmini Rout,,,,8490,Fewer than 30 watchers,,0,1382,116,2,2,5
27850577,Bernard McGinn (theologian),,,,13502,Fewer than 30 watchers,,1,436,69,0,0,24
9829108,Buyback,,,,638,Fewer than 30 watchers,,2,78,23,1,1,
39630312,Live at Montreux 2012,,,,3200,Fewer than 30 watchers,,0,922,44,2,2,11
2230291,Angelo Iachino,,,,8260,Fewer than 30 watchers,,0,647,101,2,1,12
40846275,Technothlon,,,,16424,Fewer than 30 watchers,,0,815,115,0,0,10
310053,Uar,,,,26,Fewer than 30 watchers,,0,447,339,0,0,
32289827,The Gravy Train,,,,3424,Fewer than 30 watchers,,0,616,40,0,0,2
40407644,Vivian Hoo Kah Mun,,,,18507,Fewer than 30 watchers,,4,3536,117,1,1,7
35767679,Ved Pratap Vaidik,,,,4222,Fewer than 30 watchers,,1,542,112,0,0,5
34389,Yukinobu Hoshino,,,,4551,Fewer than 30 watchers,,4,422,86,0,0,15
49517831,Move assignment operator,,,,2857,Fewer than 30 watchers,,0,577,35,0,0,
10700479,Industrial heritage,,,,5327,Fewer than 30 watchers,,1,299,96,0,0,5
0,Chad McNamara,,,,0,Fewer than 30 watchers,,0,0,,,,
1824796,K. Sri Dhammananda,,,,12305,Fewer than 30 watchers,,6,926,122,0,0,19
25235824,To Rob a Thief,,,,4220,Fewer than 30 watchers,,4,263,97,1,1,8
12144097,Mayfair Club,,,,5343,Fewer than 30 watchers,,1,572,88,0,0,
23662414,Urban Waste Water Treatment Directive,,,,10820,Fewer than 30 watchers,,3,159,48,0,0,5
28144534,Paula Findlay,,,,5844,Fewer than 30 watchers,,0,1776,109,0,0,4
47502334,Blair Brandt,,,,25209,Fewer than 30 watchers,,2,254,181,0,0,
2352924,National Assembly (Burundi),,,,5256,Fewer than 30 watchers,,2,503,65,0,0,4
40475716,David Gillespie (politician),,,,16404,Fewer than 30 watchers,,1,3111,96,1,1,6
24062763,Public housing estates in Kwai Chung,,,,40034,Fewer than 30 watchers,,11,469,186,12,1,7
11801946,Mikhail Piotrovsky,,,,5495,Fewer than 30 watchers,,3,360,91,0,0,18
62994235,Bluehead wrasse,,,,83,Fewer than 30 watchers,,0,58,1,0,0,
2341461,Dominic Dromgoole,,,,10746,Fewer than 30 watchers,,5,492,119,0,0,13
26077317,7.65mm Roth–Sauer,,,,2373,Fewer than 30 watchers,,3,482,15,0,0,
41818028,Elizabeth Anita Reddi,,,,3653,Fewer than 30 watchers,,0,182,56,0,0,8
0,List of Nostalgia Critic episodes (2012),,,,0,Fewer than 30 watchers,,0,0,,,,
11324325,Samuel Whitside,,,,20073,Fewer than 30 watchers,,1,465,304,0,0,2
28194310,Registrar of the University of Oxford,,,,45867,Fewer than 30 watchers,,0,99,115,0,0,8
6055852,Saintly,,,,10105,Fewer than 30 watchers,,0,157,92,0,0,8
14916076,Up All Night (East 17 album),,,,8624,Fewer than 30 watchers,,0,462,90,0,0,23
2955601,Mexcaltitán de Uribe,,,,6603,Fewer than 30 watchers,,5,1190,91,0,0,5
9759370,Gadolinium oxysulfide,,,,5950,Fewer than 30 watchers,,2,355,27,0,0,12
5707808,Banapur,,,,9972,Fewer than 30 watchers,,1,403,157,0,0,8
37092694,University of Bunda Mulia,,,,11500,Fewer than 30 watchers,,1,372,45,0,0,4
45516978,The Day Is My Enemy (song),,,,3886,Fewer than 30 watchers,,0,297,71,0,0,13
916850,"St Mary's College, Durham",,,,10540,Fewer than 30 watchers,,2,726,237,0,0,7
18998228,Telephone numbers in Andorra,,,,2745,Fewer than 30 watchers,,1,336,33,0,0,3
8789450,Devrukhe,,,,1951,Fewer than 30 watchers,,0,725,150,0,0,2
2459592,John Bly,,,,4763,Fewer than 30 watchers,,1,318,97,0,0,3
7377029,Delaware County Daily Times,,,,3222,Fewer than 30 watchers,,6,118,54,0,0,
4352243,Kita e,,,,19635,Fewer than 30 watchers,,5,231,146,0,0,3
8035336,Wig wag (truck braking systems),,,,64,Fewer than 30 watchers,,0,230,28,0,0,2
18530865,Mohamed Noor,,,,8859,Fewer than 30 watchers,,0,266,76,4,2,10
18857576,David Walters (swimmer),,,,11604,Fewer than 30 watchers,,1,1837,148,0,0,6
39178356,Volta Tour,,,,51862,Fewer than 30 watchers,,0,343,66,0,0,8
31693098,Capital structure substitution theory,,,,13998,Fewer than 30 watchers,,0,164,83,0,0,
42417116,German Whip,,,,8706,Fewer than 30 watchers,,0,309,56,0,0,5
18792140,"National Register of Historic Places listings in Sacramento County, California",,,,43365,Fewer than 30 watchers,,4,150,167,1,1,
13370334,Nandoni Dam,,,,3779,Fewer than 30 watchers,,1,436,54,0,0,4
580353,Fallturm Bremen,,,,1511,Fewer than 30 watchers,,1,489,68,0,0,2
37815274,Albert Hertzog,,,,35577,Fewer than 30 watchers,,0,742,115,0,0,11
21892912,"In Other Rooms, Other Wonders",,,,4237,Fewer than 30 watchers,,0,365,28,0,0,
44628484,George Lopez (season 4),,,,64,Fewer than 30 watchers,,0,7,37,0,0,
8614481,Shane Jennings,,,,6447,Fewer than 30 watchers,,0,247,159,0,0,6
46263710,The Disreputable History of Frankie Landau-Banks,,,,7664,Fewer than 30 watchers,,0,376,45,0,0,
7224529,Iain Ballamy,,,,14474,Fewer than 30 watchers,,0,443,242,5,4,17
23263286,Dim (album),,,,4682,Fewer than 30 watchers,,0,272,108,0,0,6
19358845,Enders Island,,,,4875,Fewer than 30 watchers,,1,1157,67,0,0,3
2265031,Cashmere High School,,,,16227,Fewer than 30 watchers,,1,339,334,2,2,14
7200330,Tsvi C. Nussbaum,,,,357,Fewer than 30 watchers,,0,49,159,0,0,
960330,George Barris (photographer),,,,2834,Fewer than 30 watchers,,0,225,161,0,0,6
3771692,Toy Pop,,,,8548,Fewer than 30 watchers,,5,396,121,0,0,6
1160658,Makio Inoue,,,,8909,Fewer than 30 watchers,,1,321,93,0,0,11
5622925,Toast rack,,,,5893,Fewer than 30 watchers,,1,301,61,0,0,
31026684,Carlos Orellana,,,,4992,Fewer than 30 watchers,,0,295,54,0,0,12
5317583,Rufus of Ephesus,,,,12017,Fewer than 30 watchers,,2,373,75,1,1,24
11907700,Maydh,,,,8125,Fewer than 30 watchers,,0,480,309,0,0,3
6521798,Dan Saleaumua,,,,7839,Fewer than 30 watchers,,0,414,117,0,0,4
10598057,Citizen Weather Observer Program,,,,4884,Fewer than 30 watchers,,3,326,76,0,0,5
37903493,Kollapur (Assembly constituency),,,,2613,Fewer than 30 watchers,,0,666,43,0,0,4
2717091,Renseneb,,,,4446,Fewer than 30 watchers,,0,162,59,0,0,
16895496,Chebyshev center,,,,8588,Fewer than 30 watchers,,1,282,58,0,0,7
20589388,Leon Ichaso,,,,4024,Fewer than 30 watchers,,0,408,45,1,1,23
25630,Politics of Réunion,,,,5674,Fewer than 30 watchers,,3,245,90,0,0,10
10388073,Termini (Rome Metro),,,,3897,Fewer than 30 watchers,,1,185,78,0,0,9
6299543,City Oval,,,,13609,Fewer than 30 watchers,,1,207,78,2,2,3
21063798,José Fedor Rey,,,,704,Fewer than 30 watchers,,1,427,35,0,0,2
43743263,Euan Spark,,,,10172,Fewer than 30 watchers,,0,586,88,1,1,5
40039079,Hwang Dong-hyuk,,,,9494,Fewer than 30 watchers,,0,846,47,1,1,5
36371998,EchoStar XVII,,,,6028,Fewer than 30 watchers,,1,237,62,0,0,
41502567,Kim Chol-man,,,,10922,Fewer than 30 watchers,,2,197,75,0,0,5
36549215,El Deber,,,,986,Fewer than 30 watchers,,1,642,20,0,0,
17943590,University of Southern California academics,,,,17896,Fewer than 30 watchers,,7,425,100,1,1,6
39011991,William Bruce Ellis Ranken,,,,7321,Fewer than 30 watchers,,0,523,119,0,0,10
25654008,Thundridge,,,,6927,Fewer than 30 watchers,,1,308,72,0,0,7
45487254,Vinnie Brand,,,,8671,Fewer than 30 watchers,,0,525,43,1,1,
11995253,Louis Delluc Prize,,,,24254,Fewer than 30 watchers,,4,260,136,0,0,
24571324,Guess I'm Doing Fine,,,,2928,Fewer than 30 watchers,,0,288,118,0,0,8
843191,Hot Potato (game show),,,,6985,Fewer than 30 watchers,,1,247,279,3,2,
35374720,Maurice Creek,,,,13486,Fewer than 30 watchers,,0,357,75,0,0,4
19152736,Bhavanga,,,,7430,Fewer than 30 watchers,,0,350,44,0,0,
9250083,Raghu Ramakrishnan,,,,3331,Fewer than 30 watchers,,0,199,48,0,0,13
25341642,Taisha-zukuri,,,,6546,Fewer than 30 watchers,,1,182,46,0,0,2
682842,Split the Difference,,,,4628,Fewer than 30 watchers,,8,254,105,0,0,11
20594585,Cromemco Dazzler,,,,12968,Fewer than 30 watchers,,0,218,88,0,0,
1974048,Marion Dewar,,,,13010,Fewer than 30 watchers,,0,214,169,0,0,7
10212088,USS Charleston (PG-51),,,,7178,Fewer than 30 watchers,,0,428,85,1,1,4
683979,Lost Patrol (video game),,,,12900,Fewer than 30 watchers,,0,338,207,2,1,9
4928189,Lucius Verginius Rufus,,,,4102,Fewer than 30 watchers,,2,289,79,0,0,10
37472441,"Glenwood Cemetery (Washington, D.C.)",,,,17775,Fewer than 30 watchers,,0,321,75,0,0,5
26552984,Anuradhapura Electoral District,,,,59418,Fewer than 30 watchers,,0,200,31,1,1,7
3593309,Relay channel,,,,4603,Fewer than 30 watchers,,0,157,39,0,0,5
48467266,Kubity,,,,11684,Fewer than 30 watchers,,0,172,99,0,0,5
8610357,Siegerrebe,,,,6319,Fewer than 30 watchers,,0,423,54,0,0,4
9709355,List of law enforcement agencies in Rhode Island,,,,6254,Fewer than 30 watchers,,1,256,105,2,2,6
31282954,5-Ethyl-DMT,,,,1846,Fewer than 30 watchers,,0,67,29,0,0,8
2204351,The Answer,,,,1908,Fewer than 30 watchers,,2,169,97,0,0,
6053264,"Harrison Mills, British Columbia",,,,13565,Fewer than 30 watchers,,0,408,77,0,0,5
43903879,Rashtram,,,,3647,Fewer than 30 watchers,,1,470,38,0,0,7
489652,Raoul Barré,,,,8823,Fewer than 30 watchers,,1,193,89,0,0,17
40843690,Hyatt Roller Bearing Company,,,,11722,Fewer than 30 watchers,,2,274,18,2,2,5
6929997,Citizen Erased,,,,302,Fewer than 30 watchers,,0,100,223,0,0,3
11130895,KOBR,,,,15094,Fewer than 30 watchers,,6,204,180,0,0,7
172275,Mecklenburgisch dialect,,,,1563,Fewer than 30 watchers,,4,143,35,0,0,
13507661,Robert J. McMahon,,,,11088,Fewer than 30 watchers,,1,139,79,2,1,13
8843264,Can't Forget About You,,,,4208,Fewer than 30 watchers,,1,288,146,0,0,3
10432105,Cecil Clarke,,,,10950,Fewer than 30 watchers,,3,259,172,1,1,5
2434270,One handgun a month law,,,,2794,Fewer than 30 watchers,,0,211,56,0,0,6
31090870,Irish Coffee (band),,,,10095,Fewer than 30 watchers,,0,269,65,0,0,5
32370723,Adelaide of Rheinfelden,,,,4030,Fewer than 30 watchers,,2,327,44,1,1,5
28886800,The Wonder Show of the World,,,,6373,Fewer than 30 watchers,,0,203,32,0,0,9
